anime_id,related_anime_id,relation_type
12963,10359,Prequel
12963,17497,Sequel
22777,813,Alternative version
22777,11359,Prequel
22777,30694,Side story
1120,527,Parent story
1120,4795,Other
1634,1635,Sequel
30390,28283,Other
11771,15487,Other
11771,16894,Sequel
11771,16916,Prequel
11771,17259,Side story
11771,19669,Side story
11771,32869,Summary
34733,34392,Parent story
34766,32613,Parent story
11731,8025,Parent story
30100,20787,Character
27787,18897,Prequel
27787,24227,Side story
27787,32553,Side story
3229,10213,Alternative setting
8841,10209,Sequel
34022,183,Other
18939,18937,Prequel
18939,18941,Sequel
390,33743,Sequel
13935,37591,Sequel
17965,3044,Alternative version
14675,11227,Full story
13781,4554,Parent story
13833,15717,Alternative version
17159,6525,Parent story
11237,9563,Prequel
11237,11239,Sequel
3358,8078,Alternative setting
15315,16444,Sequel
2827,7004,Sequel
5305,4262,Spin-off
5305,7774,Sequel
1636,1635,Prequel
552,859,Spin-off
552,874,Spin-off
552,1132,Spin-off
552,2123,Spin-off
552,8624,Spin-off
552,2397,Sequel
552,2961,Prequel
552,8490,Side story
552,33314,Other
101,656,Side story
101,713,Alternative version
101,36032,Summary
4511,10509,Side story
11739,10460,Prequel
18425,18133,Parent story
30240,32485,Sequel
34678,33082,Other
36006,36005,Prequel
7445,7446,Sequel
27687,19755,Prequel
27687,31747,Sequel
1278,1239,Parent story
10361,3572,Other
31821,28249,Prequel
31821,32412,Other
31821,36498,Side story
4752,3457,Prequel
18525,7969,Prequel
18525,10458,Prequel
31205,35956,Sequel
36963,33899,Full story
36963,37803,Alternative version
80,81,Side story
80,1917,Side story
80,3288,Side story
80,4540,Side story
80,7060,Side story
80,31973,Side story
80,82,Sequel
80,85,Sequel
80,90,Spin-off
80,92,Spin-off
80,93,Spin-off
80,95,Spin-off
80,96,Spin-off
80,2391,Spin-off
80,2581,Spin-off
80,8287,Spin-off
80,10808,Spin-off
80,31251,Spin-off
80,1090,Summary
80,1091,Summary
80,1092,Summary
80,14007,Summary
80,20667,Summary
80,24371,Summary
80,1939,Other
80,2302,Other
80,5270,Other
80,5723,Other
80,7113,Other
80,9040,Other
80,9170,Other
80,18449,Other
80,19977,Other
80,23259,Other
80,24835,Other
80,28149,Other
80,7953,Character
80,10937,Alternative version
37609,37610,Sequel
3501,2032,Prequel
2452,2451,Alternative version
7528,30176,Alternative version
492,1079,Prequel
11741,356,Sequel
11741,6922,Sequel
11741,25537,Sequel
11741,27821,Sequel
11741,10087,Prequel
11741,13263,Side story
36664,31174,Other
36664,35067,Other
10075,1735,Parent story
8899,8897,Prequel
4198,2157,Sequel
32875,9561,Prequel
32502,18767,Parent story
951,3203,Side story
951,6149,Sequel
951,9348,Sequel
951,30803,Other
951,31202,Other
36760,235,Other
10040,5908,Parent story
35079,486,Alternative version
8668,6500,Parent story
2598,2599,Summary
2598,2600,Summary
2598,19279,Other
30863,36280,Alternative version
14629,2516,Alternative version
14629,36194,Sequel
2583,2582,Parent story
1293,1481,Side story
1293,1919,Side story
1293,1920,Side story
1293,1921,Side story
1293,1922,Side story
1293,1923,Side story
1293,6567,Side story
1293,1924,Sequel
1293,1925,Sequel
9645,24087,Other
13171,13169,Other
13171,13173,Other
13171,13175,Other
12079,7059,Sequel
12079,11285,Sequel
17823,17825,Sequel
9091,3622,Parent story
3223,274,Full story
3223,3222,Prequel
19685,24451,Side story
20743,17873,Parent story
36241,31490,Other
36241,36242,Other
37388,967,Sequel
37388,36655,Prequel
23675,1371,Other
29947,29948,Sequel
34548,32483,Other
6893,9308,Alternative version
6893,10380,Sequel
32634,28819,Other
32634,32625,Other
3468,158,Parent story
1136,4416,Alternative setting
4126,2044,Parent story
4126,4129,Sequel
29317,23277,Sequel
16928,12461,Parent story
34934,37711,Other
25805,19291,Parent story
25805,28853,Other
25805,30686,Other
25805,31168,Prequel
6736,4879,Parent story
18457,30086,Alternative version
920,615,Parent story
33176,33422,Summary
6624,2593,Full story
6624,3782,Full story
6624,3783,Full story
6624,4280,Full story
6624,4282,Full story
6624,5204,Full story
15061,22819,Side story
15061,30845,Side story
15061,28723,Summary
15061,32717,Alternative setting
15061,37204,Alternative setting
15061,32806,Sequel
14941,12149,Prequel
32827,37370,Other
36593,603,Alternative setting
36593,1534,Alternative setting
36593,1929,Alternative setting
36593,1932,Alternative setting
36593,3692,Alternative setting
36593,5684,Alternative setting
36593,7645,Alternative setting
36593,9893,Alternative setting
36593,12191,Alternative setting
36593,16419,Alternative setting
36593,21407,Alternative setting
36593,28669,Alternative setting
36593,31884,Alternative setting
36593,34290,Alternative setting
36593,36995,Other
36593,37501,Other
631,277,Parent story
1391,1392,Sequel
1391,9759,Summary
34032,17249,Parent story
34032,31762,Prequel
3863,2727,Parent story
15313,16738,Sequel
10528,10524,Sequel
10528,10527,Prequel
33877,3545,Other
1903,421,Full story
1903,422,Full story
34985,36531,Other
6277,10282,Prequel
6277,10285,Side story
31884,603,Alternative setting
31884,1534,Alternative setting
31884,1929,Alternative setting
31884,1932,Alternative setting
31884,3692,Alternative setting
31884,5684,Alternative setting
31884,7645,Alternative setting
31884,9893,Alternative setting
31884,12191,Alternative setting
31884,16419,Alternative setting
31884,21407,Alternative setting
31884,28669,Alternative setting
31884,34290,Alternative setting
31884,36593,Alternative setting
31884,32160,Spin-off
31884,34302,Spin-off
31884,34303,Spin-off
31884,33183,Other
31884,33669,Other
17675,23969,Character
17675,23973,Character
24439,30915,Summary
24439,32574,Side story
24439,34451,Sequel
1564,527,Prequel
1564,1121,Side story
1564,1122,Side story
1564,1526,Side story
1564,1527,Side story
1564,2201,Side story
1564,4910,Side story
1564,5529,Side story
1564,5844,Side story
1564,5845,Side story
1564,11009,Side story
1564,11019,Side story
1564,1565,Sequel
1564,28431,Alternative setting
1564,34514,Alternative setting
1564,36825,Summary
30246,23327,Other
30246,25635,Other
908,121,Parent story
908,430,Parent story
9087,2302,Other
5832,3009,Prequel
5832,32881,Sequel
33,10218,Alternative version
33,12113,Alternative version
33,12115,Alternative version
33,32379,Sequel
35380,32607,Other
4639,4640,Summary
18341,18339,Prequel
595,156,Sequel
595,1043,Prequel
9107,1565,Prequel
9107,9917,Side story
9107,10740,Side story
9107,11853,Side story
9107,14093,Sequel
9107,14123,Alternative setting
9107,34514,Alternative setting
299,48,Alternative setting
24701,21939,Prequel
24701,24687,Prequel
24701,28957,Sequel
1662,7279,Alternative version
17827,29165,Other
29413,10155,Full story
29413,11783,Full story
29413,16385,Sequel
30291,20689,Parent story
30291,31923,Other
4394,6850,Other
4394,16393,Other
4394,23013,Other
4394,30019,Other
371,232,Parent story
17745,23477,Side story
29223,22729,Full story
11531,10798,Sequel
6064,1889,Spin-off
3496,6939,Sequel
3496,7985,Prequel
5507,7016,Side story
5507,9793,Alternative setting
17265,21235,Summary
17265,23321,Sequel
7375,3956,Prequel
7375,6572,Spin-off
7375,12823,Sequel
3754,12657,Other
30923,30920,Other
30923,30921,Other
30923,30922,Other
9339,20755,Spin-off
9339,26163,Spin-off
9339,31753,Spin-off
9339,34755,Sequel
34354,4737,Parent story
373,374,Alternative version
373,375,Alternative version
5658,2253,Prequel
5658,4385,Spin-off
5658,4386,Spin-off
5658,5250,Other
5658,34820,Sequel
6023,3467,Prequel
6023,10928,Sequel
1170,534,Sequel
1170,536,Sequel
1170,1171,Prequel
21189,19023,Sequel
21189,30445,Side story
4361,297,Parent story
37247,37245,Sequel
5065,3702,Full story
31746,34207,Sequel
1694,3406,Side story
1694,10278,Alternative setting
1862,3667,Alternative version
223,502,Alternative version
223,891,Alternative version
223,892,Alternative version
223,893,Alternative version
223,0,Alternative version
223,813,Sequel
223,6033,Sequel
223,2222,Character
223,30450,Character
223,2520,Spin-off
169,10012,Character
270,777,Alternative version
270,7728,Other
2385,21,Full story
2385,460,Parent story
1095,1096,Sequel
1095,1288,Prequel
1095,33741,Other
30988,25719,Prequel
35313,33089,Prequel
35313,35347,Prequel
9445,858,Parent story
7285,1491,Alternative version
16363,8456,Prequel
16363,11859,Sequel
16363,18231,Side story
3280,3272,Parent story
32884,8832,Full story
5671,7759,Side story
5671,10884,Side story
5671,27709,Side story
5671,16123,Sequel
16678,16680,Parent story
16678,17873,Parent story
7981,7980,Prequel
7981,22991,Side story
7981,22993,Side story
17901,13601,Other
675,1113,Sequel
1112,180,Full story
1378,3600,Alternative version
21339,23281,Prequel
21339,37440,Other
11375,48,Other
11375,15219,Side story
32276,29715,Parent story
4132,2548,Alternative version
4132,4991,Alternative version
8023,6213,Parent story
23427,20931,Prequel
25857,23135,Other
4450,60,Parent story
24703,30300,Prequel
24703,31326,Side story
24703,32215,Sequel
24703,37719,Sequel
24877,2280,Other
1812,1993,Summary
3829,12027,Alternative version
154,3861,Summary
3301,349,Alternative version
3301,4489,Sequel
7307,2165,Alternative version
7307,5688,Alternative version
7307,6971,Alternative version
7307,7619,Alternative version
7307,3710,Spin-off
7307,8152,Side story
7307,8153,Side story
7307,8154,Side story
7307,8155,Side story
7307,37140,Other
5923,5921,Prequel
5923,5922,Alternative version
37377,33487,Other
28683,21,Parent story
28683,2107,Sequel
36286,31240,Parent story
37308,33248,Other
37308,37303,Other
37308,37304,Other
37308,37305,Other
37308,37306,Other
37308,37307,Other
2501,2503,Prequel
1907,247,Parent story
15225,21541,Other
20977,18139,Parent story
4614,4199,Prequel
30961,8644,Other
30961,36265,Alternative version
20235,15815,Other
20235,20207,Other
20235,20225,Other
20975,929,Full story
21241,18153,Other
561,1165,Alternative version
561,15127,Spin-off
36797,16726,Prequel
30913,21603,Alternative version
30913,33219,Other
30913,34318,Other
30913,35752,Other
30913,36494,Other
30913,37507,Other
36530,27459,Prequel
22347,24849,Prequel
22347,27413,Sequel
27677,422,Alternative setting
31251,80,Other
31251,33051,Sequel
11835,11841,Prequel
11835,15905,Sequel
11835,29935,Spin-off
11835,29937,Spin-off
11835,33278,Spin-off
11835,36732,Spin-off
883,392,Parent story
21439,19251,Prequel
21439,31178,Sequel
33849,29844,Parent story
1553,1495,Character
1553,2202,Character
1553,9344,Other
1553,35853,Alternative version
76,77,Sequel
76,176,Spin-off
76,4985,Alternative version
76,12101,Alternative version
2842,527,Parent story
1018,1017,Prequel
1018,37576,Alternative version
24773,31019,Sequel
24773,31020,Side story
10681,150,Other
10681,405,Other
10681,10490,Prequel
10681,14117,Prequel
9938,10804,Side story
9938,10832,Other
9938,10905,Other
1825,1824,Prequel
1374,6016,Alternative version
3130,3129,Alternative version
3130,22975,Side story
3130,22977,Side story
20973,23459,Sequel
1956,257,Prequel
1956,2905,Side story
1956,4196,Sequel
573,1191,Sequel
573,1232,Alternative setting
29893,3297,Prequel
35009,32379,Full story
2392,3727,Alternative version
2392,8687,Parent story
33581,25157,Parent story
8231,6201,Parent story
28097,28099,Side story
30912,19799,Sequel
31812,23317,Prequel
21951,1960,Parent story
36524,32271,Sequel
65,64,Prequel
65,1719,Side story
9819,9820,Prequel
1747,2319,Prequel
2377,2374,Character
2377,3586,Character
2377,3587,Character
2377,2378,Sequel
22401,10742,Alternative version
22401,30045,Alternative version
3454,3529,Sequel
16123,5671,Prequel
16123,10884,Side story
16123,15989,Side story
3849,1048,Parent story
27945,23251,Parent story
8017,8250,Prequel
37616,35746,Character
30813,35507,Other
12783,9790,Prequel
36848,32323,Prequel
31138,29803,Parent story
31138,33372,Sequel
31138,37087,Sequel
31138,36497,Other
8494,8492,Alternative version
34213,34481,Sequel
23313,10987,Sequel
23313,23315,Side story
23313,35745,Character
21939,457,Prequel
21939,21329,Prequel
21939,24687,Sequel
21939,24701,Sequel
35404,8220,Alternative version
984,813,Parent story
984,10017,Alternative version
27613,22273,Parent story
30164,37762,Alternative version
9544,3446,Prequel
9544,31853,Sequel
4848,2443,Prequel
6527,5684,Parent story
33004,32093,Parent story
17743,14833,Full story
12859,21,Parent story
12859,16239,Prequel
12859,16468,Prequel
785,2724,Character
9181,5667,Prequel
9181,13663,Sequel
31673,31534,Prequel
31673,31674,Sequel
17409,14289,Parent story
23269,16732,Prequel
23269,33034,Sequel
20857,10691,Character
20857,12079,Character
20857,10799,Sequel
20857,19185,Sequel
20857,19521,Sequel
2601,2600,Prequel
10219,9587,Parent story
19839,9952,Prequel
31374,16498,Parent story
1506,235,Parent story
1506,7305,Summary
25591,1052,Prequel
6287,5112,Parent story
2600,2598,Full story
2600,2599,Prequel
2600,2601,Sequel
1853,1661,Alternative version
1853,6496,Side story
1853,36976,Other
18591,1960,Parent story
34834,32083,Other
10668,19051,Sequel
32820,32808,Side story
32820,32809,Side story
32820,32819,Prequel
32820,32821,Sequel
37719,24703,Prequel
37719,34281,Sequel
10937,80,Alternative version
4363,2187,Sequel
4127,10256,Other
2187,4363,Prequel
427,428,Sequel
427,1501,Spin-off
30279,30902,Prequel
30279,37773,Sequel
35335,27927,Prequel
35335,31426,Prequel
6492,3462,Sequel
6492,5953,Parent story
445,12699,Character
4935,21467,Side story
4935,21475,Side story
4935,23575,Side story
4935,30247,Alternative version
4476,129,Parent story
4476,484,Prequel
23367,18495,Parent story
1904,247,Prequel
1904,647,Prequel
1904,3227,Sequel
4067,4068,Sequel
5455,18151,Other
9689,30732,Sequel
34349,30230,Parent story
37442,37441,Prequel
568,1347,Alternative setting
568,1349,Character
16918,19363,Sequel
33263,34802,Other
31552,27831,Parent story
31930,32214,Other
34283,32829,Parent story
4842,4841,Prequel
4842,5647,Sequel
16508,14073,Other
20113,1960,Parent story
7060,80,Parent story
34712,37272,Side story
983,982,Parent story
30292,10884,Parent story
2517,345,Full story
20359,24627,Other
20359,28677,Other
2214,2213,Prequel
290,396,Sequel
290,1124,Prequel
290,1381,Summary
11777,1412,Parent story
20039,11079,Parent story
4070,1983,Parent story
4070,35859,Other
35376,28825,Prequel
8443,2038,Prequel
33486,31964,Prequel
33486,35262,Prequel
33486,35459,Side story
33486,36456,Sequel
2523,3329,Prequel
5259,25345,Alternative version
9451,1960,Parent story
8101,10187,Alternative version
5332,3613,Parent story
463,21,Parent story
463,2490,Side story
981,642,Prequel
185,186,Sequel
185,821,Summary
185,12725,Summary
185,19613,Summary
758,165,Alternative version
6567,210,Character
6567,249,Character
6567,1293,Parent story
4280,3783,Prequel
4280,4282,Sequel
4280,6624,Summary
4280,23697,Other
1939,80,Other
23249,12029,Parent story
36790,36291,Prequel
36790,36791,Sequel
33457,33392,Prequel
17048,3522,Alternative version
17048,3522,Other
455,15159,Sequel
32030,32446,Other
32030,33420,Other
32030,37679,Other
32030,33899,Parent story
8424,9581,Side story
10943,5992,Parent story
3991,872,Parent story
7122,1650,Spin-off
9308,6893,Alternative version
9308,20849,Sequel
27451,6523,Prequel
27451,27453,Alternative version
27451,27455,Sequel
27451,27465,Other
27451,27467,Spin-off
33798,32483,Full story
1889,934,Prequel
1889,3652,Sequel
1889,6064,Spin-off
19671,18507,Parent story
34848,32397,Other
8547,2222,Parent story
37285,21743,Other
37285,35219,Other
1495,1377,Sequel
1495,1491,Sequel
1495,1548,Prequel
1495,1549,Prequel
1495,1645,Prequel
1495,1553,Character
1495,35855,Alternative version
547,546,Alternative version
25011,20509,Parent story
14583,11227,Other
6762,6761,Prequel
9464,2885,Parent story
34416,32593,Other
34416,32596,Other
15199,1575,Alternative setting
15199,15197,Prequel
15199,15201,Sequel
15199,31145,Other
5957,849,Spin-off
17959,2747,Alternative version
17959,3044,Alternative version
89,88,Prequel
89,95,Sequel
89,23259,Sequel
28103,2165,Parent story
5684,603,Alternative setting
5684,1534,Alternative setting
5684,1929,Alternative setting
5684,1932,Alternative setting
5684,3692,Alternative setting
5684,7645,Alternative setting
5684,9893,Alternative setting
5684,12191,Alternative setting
5684,16419,Alternative setting
5684,21407,Alternative setting
5684,28669,Alternative setting
5684,31884,Alternative setting
5684,34290,Alternative setting
5684,36593,Alternative setting
5684,5753,Spin-off
5684,8133,Spin-off
5684,9979,Spin-off
5684,12221,Spin-off
5684,34302,Spin-off
5684,34303,Spin-off
5684,6527,Side story
22745,15605,Prequel
22745,25437,Other
971,2747,Alternative version
971,3044,Alternative version
971,6513,Alternative setting
971,18637,Side story
971,23933,Character
971,33371,Prequel
35433,30954,Prequel
1419,1412,Parent story
6546,1639,Alternative version
37655,27783,Prequel
2393,2471,Parent story
124,381,Prequel
8792,32377,Other
9159,2130,Alternative version
9159,26063,Alternative version
1313,859,Spin-off
1313,874,Spin-off
1313,1132,Spin-off
1313,8624,Spin-off
1313,2397,Prequel
1313,2398,Sequel
1313,2962,Side story
23157,2038,Character
32795,3875,Parent story
6310,1707,Other
2719,28237,Sequel
3750,1729,Prequel
3750,6299,Side story
3361,10815,Sequel
1917,80,Parent story
1917,1916,Sequel
10347,11389,Summary
35075,20431,Prequel
35075,37029,Sequel
18669,2213,Parent story
1458,1459,Alternative version
1458,33027,Character
31646,28789,Other
31646,34611,Other
31646,34647,Summary
31646,35180,Sequel
24809,24811,Other
13827,30150,Parent story
14123,9107,Alternative setting
35302,32572,Prequel
35302,37369,Sequel
1111,181,Full story
1678,4690,Alternative version
1678,8394,Alternative version
1678,11755,Alternative version
1678,33685,Alternative version
1678,33686,Alternative version
1678,33687,Alternative version
1678,7336,Side story
1678,31050,Other
29801,10278,Alternative setting
29801,35081,Sequel
7175,8356,Prequel
7175,8357,Sequel
7175,34369,Side story
7175,34371,Side story
7175,34373,Side story
12321,12727,Side story
12321,13983,Side story
12321,13965,Other
12321,13967,Other
12321,13969,Other
12321,18003,Other
12321,23895,Other
7592,9731,Summary
7592,10049,Sequel
7592,10886,Side story
33550,7261,Parent story
14027,10719,Prequel
14027,14967,Sequel
3226,1842,Prequel
3226,5028,Sequel
138,137,Prequel
138,139,Sequel
138,11061,Alternative version
1482,32370,Sequel
28257,19157,Parent story
28257,24591,Prequel
28257,32222,Sequel
11917,7655,Prequel
11917,9890,Sequel
1071,363,Prequel
993,992,Prequel
35320,232,Prequel
35320,372,Alternative version
35320,33354,Sequel
8026,17379,Prequel
872,3991,Side story
7294,2766,Alternative version
7294,8919,Sequel
7294,9792,Prequel
4772,3297,Parent story
32890,32889,Prequel
10706,10705,Prequel
4792,527,Parent story
4792,1117,Other
12725,185,Full story
12725,186,Full story
12725,187,Full story
6690,188,Character
6690,4561,Character
2628,2668,Other
3616,5045,Side story
35262,31964,Full story
35262,33486,Sequel
24795,18191,Parent story
32551,32108,Prequel
32551,34299,Sequel
35963,33835,Prequel
36910,33758,Prequel
1459,1458,Alternative version
1459,2300,Alternative version
1459,1460,Sequel
1459,2299,Side story
1459,2301,Side story
13051,18479,Other
13051,18481,Other
13051,18483,Other
3927,2581,Prequel
3927,6288,Sequel
23703,18229,Parent story
1886,505,Prequel
1886,29231,Side story
12143,22069,Sequel
2389,3153,Summary
2389,3154,Alternative version
2389,6374,Sequel
2389,18229,Other
2389,31517,Other
2389,34844,Other
2389,33027,Character
11499,13055,Side story
11499,16694,Sequel
37818,7261,Other
37818,35067,Other
9749,17903,Prequel
558,627,Prequel
558,5029,Prequel
558,1842,Sequel
33740,1604,Other
33740,32878,Other
1768,598,Prequel
1768,3190,Sequel
5355,6581,Side story
5355,7857,Side story
5355,6634,Sequel
5355,37657,Other
1532,32684,Side story
19157,24591,Side story
19157,28257,Side story
19157,32222,Side story
19157,28925,Summary
19157,34471,Sequel
19157,35745,Character
19157,37324,Other
30045,7713,Alternative version
30045,10742,Alternative version
30045,22401,Alternative version
30045,23867,Alternative version
30045,30059,Alternative version
34862,417,Other
6671,13365,Other
9055,10232,Sequel
32609,29756,Alternative version
23363,13659,Other
7568,4896,Spin-off
10798,11531,Prequel
10798,12411,Other
33099,30875,Prequel
33099,35295,Sequel
36925,10257,Other
36925,12863,Other
36925,17249,Other
36925,23135,Other
36925,34787,Other
14047,5427,Prequel
37189,18953,Other
37189,34541,Other
7695,1565,Parent story
34670,35265,Prequel
34670,35465,Side story
34670,35635,Other
34670,36246,Sequel
3983,5190,Sequel
620,2016,Alternative version
620,2017,Alternative version
620,2486,Prequel
8479,5060,Prequel
8479,10497,Side story
8479,15195,Sequel
5656,1698,Other
5656,4477,Other
892,223,Alternative version
892,891,Prequel
892,893,Sequel
876,1362,Alternative version
876,17379,Alternative setting
876,30042,Other
1830,856,Parent story
30321,18277,Parent story
13423,5503,Character
32256,2046,Prequel
4667,2789,Prequel
73,71,Prequel
73,6291,Prequel
73,72,Side story
73,1015,Side story
73,31931,Sequel
33750,29852,Prequel
33215,33217,Other
28809,4939,Parent story
21009,11763,Parent story
4191,592,Sequel
32734,6525,Other
32734,31549,Parent story
9367,10172,Side story
9367,18001,Sequel
19557,1960,Other
21489,21487,Parent story
17615,30463,Alternative version
3277,3276,Prequel
3277,3278,Sequel
3292,2744,Parent story
37324,19157,Other
37324,34471,Prequel
557,554,Parent story
21569,19291,Parent story
21569,21571,Other
21569,25365,Prequel
30412,33357,Sequel
11019,1564,Parent story
11019,11009,Sequel
19059,19069,Other
19059,19071,Other
19059,19073,Other
2544,24681,Summary
32934,33042,Other
32937,30831,Prequel
32937,34626,Side story
30232,23107,Prequel
23387,25393,Sequel
1789,285,Parent story
33145,235,Other
33145,33149,Other
2175,486,Prequel
2175,1379,Prequel
6327,7103,Alternative version
15891,33103,Other
10934,8086,Character
10934,9750,Parent story
648,12881,Side story
4726,3230,Prequel
905,813,Parent story
7427,1865,Parent story
6437,5307,Parent story
10936,9934,Parent story
20797,5987,Other
20797,20703,Other
3958,5978,Sequel
28983,5267,Full story
2349,6328,Side story
17985,15663,Other
17985,17489,Other
17985,17983,Other
17985,17987,Other
17985,18087,Other
4331,6063,Side story
4331,10855,Sequel
1668,1669,Prequel
4489,3301,Prequel
29419,19291,Full story
36855,35608,Other
33539,33538,Parent story
28957,24701,Prequel
20,442,Side story
20,594,Side story
20,761,Side story
20,936,Side story
20,1074,Side story
20,2144,Side story
20,7367,Side story
20,1735,Sequel
29745,29759,Sequel
2650,2471,Parent story
1418,1412,Parent story
1383,4608,Other
2355,2354,Prequel
2355,2356,Alternative version
2355,2692,Other
2355,31050,Other
867,534,Sequel
867,868,Prequel
649,403,Alternative setting
68,2589,Side story
30166,29087,Sequel
33071,32867,Prequel
35073,29803,Prequel
35073,37087,Other
35073,37781,Other
35073,37675,Sequel
2179,1555,Parent story
36805,9331,Character
36805,9776,Character
36805,11079,Character
36805,11239,Character
36805,15911,Character
36805,23269,Character
36805,24765,Character
36805,32555,Character
36805,32924,Character
36805,34914,Character
35447,34052,Other
35447,35745,Character
29083,32423,Other
35497,4876,Alternative version
35497,8554,Alternative version
33772,15111,Alternative version
33772,33773,Side story
13855,11859,Parent story
5560,5555,Sequel
18569,18567,Other
17247,21415,Side story
12711,10321,Prequel
12711,19251,Sequel
31440,30567,Prequel
31440,32228,Sequel
31440,32816,Side story
36759,18941,Other
250,844,Side story
250,911,Side story
250,7430,Side story
250,10732,Side story
35276,35272,Alternative version
35276,35274,Alternative version
35276,35275,Alternative version
10162,11113,Side story
20909,18153,Parent story
8079,2033,Prequel
28405,24833,Sequel
2337,2686,Alternative version
2337,10005,Spin-off
2337,19445,Other
1844,6107,Side story
3399,1712,Alternative setting
3399,10648,Alternative setting
3399,2906,Side story
3399,9385,Summary
5030,9712,Sequel
31157,35334,Sequel
8900,1872,Prequel
8900,31054,Alternative version
36937,961,Alternative version
7807,3878,Parent story
2641,2471,Spin-off
18045,12175,Prequel
37665,35140,Alternative version
37665,35141,Alternative version
37665,35142,Alternative version
37665,35143,Alternative version
37665,37666,Alternative version
37665,37667,Alternative version
2014,1372,Prequel
2014,1577,Prequel
2014,2011,Prequel
2014,2013,Prequel
2014,4162,Prequel
2014,2010,Spin-off
2014,3000,Sequel
11073,527,Full story
19875,5223,Alternative version
9291,9292,Other
9291,14253,Other
9291,30264,Alternative version
37384,1371,Character
25015,18153,Full story
25015,28675,Sequel
25015,30745,Other
33840,35416,Other
30641,28677,Parent story
32197,30777,Prequel
36553,35843,Other
36553,37706,Other
9244,9243,Prequel
9417,9416,Prequel
34500,33266,Other
34500,33271,Other
34500,33272,Other
34884,32686,Parent story
2360,2341,Prequel
2360,2342,Full story
2360,2343,Sequel
2122,2116,Parent story
2122,2117,Parent story
22013,17187,Other
22013,19191,Other
22013,19193,Other
22013,19195,Other
25681,14713,Prequel
25681,30709,Sequel
34488,37244,Sequel
31430,22687,Prequel
31430,34532,Sequel
13367,15609,Sequel
659,66,Parent story
2338,2339,Sequel
894,813,Parent story
97,10336,Sequel
97,12429,Summary
36841,36608,Prequel
36841,37355,Sequel
10497,8479,Parent story
29027,23233,Prequel
29027,30363,Sequel
4443,1685,Prequel
4443,4444,Sequel
30458,22319,Parent story
18851,14829,Parent story
33219,21603,Other
33219,30913,Other
33219,37507,Other
33219,34318,Alternative version
33245,31139,Prequel
33245,35923,Sequel
1347,568,Alternative version
1347,1346,Alternative setting
1347,1348,Sequel
1347,5036,Summary
1347,5043,Summary
6325,1735,Parent story
18759,9905,Side story
555,554,Prequel
555,556,Sequel
9858,2706,Parent story
10306,6129,Other
18397,16498,Parent story
29722,32010,Side story
33489,14349,Alternative version
33489,19489,Alternative version
13931,996,Full story
10020,8769,Alternative version
10020,10108,Side story
10020,13659,Sequel
5150,6882,Side story
24139,1043,Other
23201,9745,Alternative version
5310,3572,Alternative version
5310,7222,Sequel
30148,13817,Parent story
35910,30052,Prequel
11897,11883,Sequel
31494,1088,Other
9348,951,Prequel
32668,32566,Prequel
4650,400,Other
12419,10793,Full story
2847,1565,Parent story
36919,32338,Other
36919,34252,Other
36919,34412,Other
36919,33573,Parent story
15051,9907,Other
15051,9930,Other
15051,11033,Other
15051,12637,Other
15051,14951,Other
15051,20877,Other
15051,32481,Other
15051,19111,Sequel
15051,20745,Side story
15051,21853,Summary
15051,32526,Alternative setting
6568,30762,Alternative setting
10716,10715,Prequel
10716,10717,Sequel
13863,14347,Other
13863,14349,Other
13863,14353,Other
8644,30961,Other
8644,36265,Alternative version
9446,1960,Parent story
32637,36280,Alternative version
2063,2062,Prequel
2063,2064,Sequel
18151,5455,Other
18151,23475,Side story
34999,33244,Prequel
7465,3167,Full story
18583,7052,Prequel
19073,19059,Other
19073,19069,Other
19073,19071,Other
1527,1564,Parent story
34642,21843,Prequel
34642,30736,Sequel
9785,235,Parent story
29759,29745,Prequel
3727,2392,Alternative version
3727,2471,Parent story
941,1489,Side story
979,950,Sequel
31553,28999,Parent story
3620,998,Parent story
3620,3952,Parent story
3702,5065,Summary
32730,24997,Other
19319,80,Parent story
19319,9040,Other
19319,24625,Sequel
19319,35982,Sequel
19319,27907,Side story
19319,35567,Side story
3165,1852,Prequel
3165,3604,Sequel
18689,25341,Side story
18689,30230,Sequel
17419,11783,Full story
2671,2471,Parent story
2671,19645,Alternative version
2671,21493,Other
2671,22975,Other
8365,966,Parent story
8365,8364,Prequel
8365,8366,Sequel
2403,3121,Side story
2403,4195,Sequel
2403,4786,Summary
35500,32995,Other
24429,21603,Other
24429,24823,Other
1346,1347,Alternative setting
1346,1349,Sequel
13083,13085,Character
13083,13087,Character
34014,3811,Prequel
3265,721,Full story
7048,3012,Spin-off
1898,1082,Parent story
27825,31678,Sequel
27815,21729,Prequel
27815,31196,Sequel
29730,28517,Prequel
147,281,Spin-off
147,1856,Spin-off
147,9170,Spin-off
147,3318,Alternative version
1648,1514,Prequel
13757,10397,Parent story
36757,8217,Other
37562,10954,Other
37562,19799,Other
10330,7334,Prequel
32013,33949,Side story
31229,33994,Side story
31229,34796,Side story
31229,36803,Side story
2546,24647,Summary
35004,36248,Other
8057,6112,Prequel
8057,10297,Spin-off
33723,33394,Alternative version
530,740,Sequel
530,8756,Summary
530,14751,Alternative version
2969,54,Prequel
1967,80,Prequel
1967,84,Prequel
1967,1092,Prequel
1967,85,Alternative version
1967,1968,Sequel
5454,6748,Side story
2802,723,Parent story
2802,2800,Parent story
