anime_id,related_anime_id,relation_type
3278,3279,Sequel
6016,1336,Sequel
6016,1374,Alternative version
6016,2293,Alternative version
33531,37582,Prequel
1810,143,Other
1810,2911,Side story
10882,30278,Side story
2088,9342,Sequel
13263,10087,Parent story
13263,11741,Parent story
20159,527,Alternative setting
2061,2060,Prequel
2061,2062,Sequel
33763,33762,Prequel
37379,18745,Prequel
1412,1413,Side story
1412,1414,Side story
1412,1415,Side story
1412,1416,Side story
1412,1417,Side story
1412,1418,Side story
1412,1419,Side story
1412,1420,Side story
1412,1421,Side story
1412,1422,Side story
1412,1423,Side story
1412,1424,Side story
1412,1427,Side story
1412,1428,Side story
1412,1429,Side story
1412,1430,Side story
1412,1431,Side story
1412,1432,Side story
1412,1433,Side story
1412,1434,Side story
1412,1435,Side story
1412,1436,Side story
1412,1437,Side story
1412,1438,Side story
1412,1439,Side story
1412,3019,Side story
1412,4320,Side story
1412,4851,Side story
1412,5019,Side story
1412,5225,Side story
1412,6115,Side story
1412,8097,Side story
1412,11777,Side story
1412,15783,Side story
1412,20141,Side story
1412,1425,Sequel
1412,5225,Prequel
1412,6115,Character
1412,19479,Character
1412,9035,Other
1412,13247,Other
1412,16183,Other
1412,23293,Other
1412,34021,Other
1412,36967,Other
1412,13203,Alternative version
1412,13249,Spin-off
2867,1783,Alternative version
2867,9435,Sequel
9792,7294,Sequel
34911,33044,Other
34911,35133,Other
34911,37640,Other
30973,5813,Alternative version
30973,7485,Alternative version
12881,648,Parent story
21763,21761,Alternative version
21763,21765,Alternative version
2983,1338,Alternative setting
1879,1880,Sequel
7578,852,Alternative version
314,312,Sequel
314,8542,Prequel
3695,1585,Alternative version
287,551,Sequel
287,33566,Sequel
287,1859,Alternative version
20187,17651,Sequel
7721,33927,Prequel
4725,21353,Character
10855,4331,Prequel
10855,10856,Sequel
32548,24781,Other
15095,7774,Side story
6885,6098,Parent story
34055,32379,Prequel
34055,35676,Summary
10572,15807,Sequel
27459,27457,Prequel
27459,36530,Sequel
10256,4127,Other
26011,12145,Alternative setting
26011,26013,Sequel
14563,19207,Sequel
33571,33570,Prequel
81,80,Parent story
81,82,Parent story
81,83,Summary
81,5723,Other
81,17717,Side story
2123,552,Spin-off
2734,1064,Prequel
2734,4406,Alternative version
7651,7193,Full story
35081,10278,Alternative setting
35081,29801,Prequel
23857,19169,Prequel
32023,33041,Sequel
1625,854,Full story
28427,31903,Alternative version
28427,34166,Side story
10834,8516,Spin-off
10834,24727,Other
12991,10191,Parent story
448,174,Prequel
7021,29701,Alternative version
9395,9204,Alternative version
24823,21603,Other
24823,24429,Other
837,4078,Side story
837,4903,Alternative version
28579,4375,Other
28579,35177,Alternative version
35112,32842,Parent story
35112,33002,Prequel
36037,15119,Prequel
37807,35240,Prequel
2325,2324,Prequel
11873,21539,Alternative version
34016,31109,Other
22055,1281,Full story
31754,30205,Prequel
17205,1,Parent story
29395,29397,Character
35883,34257,Prequel
35883,36500,Side story
35883,36942,Side story
35883,37422,Sequel
30015,35466,Sequel
3972,482,Prequel
3972,5298,Side story
3972,6951,Side story
3972,10015,Other
3972,21639,Other
3972,34866,Other
22429,23479,Side story
2090,2089,Prequel
3576,5725,Sequel
12449,9936,Parent story
3503,4760,Side story
3503,6791,Sequel
25075,2555,Full story
31868,10210,Parent story
4371,1737,Alternative version
4371,1737,Parent story
715,718,Alternative version
866,535,Prequel
866,1172,Sequel
3898,2252,Parent story
3898,2253,Parent story
3898,31050,Other
16385,11783,Prequel
16385,29413,Prequel
16385,31851,Sequel
16385,31967,Other
2978,3579,Alternative version
24087,9645,Other
25393,23387,Prequel
25393,32058,Spin-off
25393,32059,Sequel
2082,2714,Prequel
2829,2828,Alternative version
2829,2830,Alternative version
2829,10471,Side story
2829,25087,Summary
9365,2032,Full story
2747,971,Alternative version
2747,3044,Alternative version
2747,17959,Alternative version
2747,17961,Alternative version
2747,17963,Alternative version
2747,10342,Summary
2747,33371,Prequel
31102,3724,Other
1193,35297,Side story
6368,4186,Sequel
48,298,Sequel
48,873,Sequel
48,1143,Sequel
48,1487,Sequel
48,299,Alternative setting
48,454,Side story
48,9332,Other
48,11375,Other
4737,8355,Sequel
4737,30442,Other
4737,33662,Spin-off
4737,34353,Alternative version
4737,34354,Side story
19799,956,Other
19799,1985,Other
19799,2253,Other
19799,5658,Other
19799,10954,Other
19799,37562,Other
19799,24763,Side story
19799,29035,Sequel
19799,30912,Prequel
21523,13143,Prequel
21523,33708,Sequel
2284,2268,Alternative setting
29017,20267,Prequel
11791,1960,Parent story
18849,11665,Parent story
18849,32983,Side story
23781,22547,Parent story
3270,1409,Alternative version
3270,1410,Sequel
18277,30321,Side story
18277,33286,Sequel
34403,35237,Spin-off
34052,35447,Other
34052,35745,Character
35574,32835,Other
3858,8139,Sequel
3858,8140,Alternative version
3858,8141,Alternative version
3858,29738,Other
31070,28221,Parent story
31368,29095,Parent story
31368,31324,Prequel
240,669,Spin-off
240,1813,Sequel
22433,6772,Alternative version
22433,8514,Alternative version
22433,9252,Alternative version
22433,9465,Alternative version
22433,9724,Alternative version
22433,10092,Alternative version
22433,30573,Side story
34439,1575,Alternative version
34439,2904,Alternative version
34439,34438,Prequel
34439,34440,Sequel
20473,18121,Prequel
20473,22335,Side story
20473,26395,Sequel
21999,21997,Prequel
21999,23409,Sequel
6033,223,Prequel
6033,813,Alternative version
6033,11359,Sequel
30420,2222,Parent story
3529,3454,Prequel
49,50,Alternative version
49,304,Sequel
49,9611,Other
13357,11617,Parent story
35552,31592,Other
10756,34743,Alternative version
937,54,Alternative version
937,22677,Alternative version
937,9737,Other
31580,30868,Summary
31580,30869,Summary
31580,30870,Summary
31580,32015,Prequel
31580,32015,Side story
31580,33253,Sequel
33231,21829,Other
8763,8764,Alternative version
37164,35626,Prequel
6685,31397,Other
1535,2994,Summary
1704,1599,Sequel
27891,21881,Full story
15197,1575,Alternative setting
15197,8888,Prequel
15197,15199,Sequel
15197,23359,Other
34843,31667,Other
35365,35364,Prequel
10740,9107,Parent story
10740,9917,Alternative version
30381,478,Other
30381,10447,Other
30381,30382,Other
33299,32202,Other
35734,35733,Other
10280,4360,Prequel
13173,13169,Other
13173,13171,Other
13173,13175,Other
852,322,Sequel
852,7578,Alternative version
615,920,Side story
615,921,Sequel
615,1048,Spin-off
615,31890,Spin-off
36602,36601,Prequel
36602,36603,Sequel
19071,19059,Other
19071,19069,Other
19071,19073,Other
32778,32777,Other
31890,615,Spin-off
8394,1678,Alternative version
8394,4690,Alternative version
8394,11755,Alternative version
8394,33685,Alternative version
8394,33686,Alternative version
8394,33687,Alternative version
8394,6872,Other
8394,9629,Other
8394,31050,Other
1094,21,Parent story
18429,1412,Character
18429,6115,Prequel
23633,23635,Other
9930,9907,Other
9930,11033,Other
9930,12637,Other
9930,14951,Other
9930,20877,Other
9930,15051,Parent story
11281,5290,Other
30573,22433,Parent story
7739,6682,Parent story
7739,20557,Other
33741,324,Other
33741,1095,Other
33741,1096,Other
33741,1288,Other
33741,1289,Other
33741,1290,Other
23409,21999,Prequel
23409,29687,Sequel
151,1661,Alternative version
151,36976,Other
12579,9750,Other
3183,1620,Alternative version
37596,35330,Prequel
12477,13429,Prequel
12477,13429,Alternative version
15591,12679,Prequel
2873,368,Parent story
2744,3292,Side story
4502,2852,Prequel
4502,3559,Prequel
6918,6875,Character
6918,6919,Character
6918,6920,Character
17315,16650,Prequel
25329,24883,Other
22817,2076,Prequel
22817,31227,Sequel
30654,24833,Prequel
30654,32863,Side story
30654,33511,Other
30654,33513,Summary
30989,31662,Other
30989,36611,Side story
6979,9167,Side story
6979,9924,Sequel
425,13843,Character
32926,29687,Parent story
24849,22347,Sequel
9361,1212,Other
8145,2165,Parent story
11597,5081,Prequel
11597,17074,Sequel
11597,23831,Character
11597,32268,Side story
11597,36725,Other
35202,32981,Sequel
1133,539,Spin-off
32257,2044,Parent story
9817,9818,Sequel
12001,21,Parent story
31519,32886,Side story
31519,33746,Sequel
5571,5542,Other
5571,5544,Other
5571,12563,Other
12965,6008,Alternative setting
12965,14947,Other
3653,7540,Side story
3653,33126,Side story
32739,3785,Other
20581,25253,Other
536,534,Sequel
536,869,Sequel
536,1170,Prequel
1266,1265,Prequel
1266,1267,Sequel
23107,19843,Prequel
23107,30232,Sequel
2700,2699,Prequel
2911,1810,Parent story
4802,4803,Sequel
23209,30919,Side story
35517,37653,Sequel
1123,8,Prequel
4063,5277,Sequel
4063,5279,Side story
8150,6971,Alternative version
36486,36551,Prequel
36486,36804,Other
36486,37472,Sequel
2278,2277,Alternative version
33983,34589,Prequel
33201,31848,Parent story
854,1625,Summary
854,10373,Side story
31389,28701,Alternative version
540,541,Sequel
540,10351,Sequel
540,1146,Prequel
21041,13629,Other
3622,9091,Side story
1892,1891,Prequel
8109,508,Parent story
33532,3805,Other
33532,27997,Other
33532,10217,Prequel
33499,3053,Prequel
4723,4680,Alternative version
4723,32897,Sequel
684,682,Prequel
684,22231,Side story
7308,302,Full story
17481,22577,Other
17481,32622,Alternative version
29976,34830,Sequel
25943,30721,Other
25943,32219,Other
1158,1159,Sequel
11239,11237,Prequel
11239,17739,Sequel
36538,34591,Other
986,813,Parent story
986,12231,Sequel
4808,3398,Alternative version
4808,33027,Character
9290,3001,Parent story
17721,7473,Other
30891,21097,Prequel
30891,31789,Sequel
35191,22265,Alternative version
35191,33845,Prequel
35191,35198,Sequel
35191,37859,Other
10687,1254,Alternative version
1010,792,Prequel
37566,9806,Parent story
37566,11835,Parent story
37566,11841,Parent story
37566,15905,Parent story
37566,29910,Parent story
37566,29936,Parent story
7698,7697,Prequel
32417,32418,Sequel
3948,157,Alternative setting
6251,2942,Parent story
2119,2116,Parent story
318,1234,Alternative setting
318,2217,Sequel
23267,6851,Alternative version
24855,33808,Other
2662,2471,Parent story
2662,6930,Alternative version
17903,9749,Sequel
15913,5478,Prequel
28185,22541,Prequel
28185,32666,Sequel
28185,37217,Other
2150,2313,Prequel
2150,5712,Sequel
2150,8234,Alternative version
2150,8235,Alternative version
8960,9797,Side story
8960,10802,Sequel
2823,2824,Alternative setting
2823,2824,Character
2823,19959,Sequel
34533,30016,Other
34533,34414,Other
1062,601,Alternative version
300,1225,Sequel
21293,1960,Parent story
5091,4948,Character
12351,378,Parent story
34368,35231,Side story
3690,3689,Prequel
25611,25609,Prequel
25611,25613,Spin-off
25611,25615,Sequel
5515,1986,Prequel
6517,6518,Prequel
8532,1604,Parent story
3712,1840,Prequel
3712,5764,Side story
3712,6489,Spin-off
3712,11319,Sequel
24679,2553,Full story
1923,1293,Parent story
1049,26303,Alternative version
1049,33344,Alternative version
12281,13727,Prequel
12281,18639,Side story
16498,18397,Side story
16498,19285,Summary
16498,19391,Other
16498,35122,Other
16498,23775,Alternative version
16498,23777,Alternative version
16498,25777,Sequel
16498,25781,Spin-off
16498,31374,Spin-off
16498,36106,Spin-off
750,1926,Other
33042,32934,Other
31771,33818,Sequel
31771,36800,Sequel
33161,23847,Parent story
7468,6201,Other
9062,6547,Parent story
35000,31380,Prequel
35000,31711,Prequel
4379,4400,Sequel
5019,1412,Parent story
30901,856,Prequel
30901,33208,Side story
30901,36777,Sequel
29325,17187,Alternative version
29325,19191,Alternative version
29325,19193,Alternative version
29325,19195,Alternative version
29325,27411,Sequel
32,30,Prequel
31647,31667,Other
31647,34844,Other
31647,35704,Other
31647,37521,Other
36624,7261,Character
36624,36246,Other
2458,1087,Parent story
4162,1372,Prequel
4162,1577,Prequel
4162,2010,Spin-off
4162,2011,Sequel
4162,2013,Sequel
4162,2014,Sequel
4162,3000,Sequel
1041,1042,Sequel
1041,3007,Spin-off
5585,4003,Prequel
5585,5584,Sequel
30404,30329,Alternative version
25375,14751,Other
361,362,Sequel
8442,1161,Prequel
37368,8829,Alternative version
37368,8832,Alternative version
37368,34979,Prequel
21971,1960,Parent story
30732,9689,Prequel
30732,24989,Sequel
33867,33868,Other
33867,33869,Other
33867,33870,Other
33737,33736,Other
14117,10490,Full story
14117,10681,Sequel
23897,23899,Side story
23897,23901,Sequel
23897,30651,Alternative version
4662,3615,Prequel
3276,3275,Prequel
3276,3277,Sequel
1894,481,Parent story
17623,31924,Other
8235,2150,Alternative version
8235,8234,Alternative version
6217,966,Parent story
6217,3745,Prequel
6217,8359,Sequel
1380,58,Parent story
14213,14211,Prequel
14213,22221,Sequel
2016,620,Alternative version
2016,2017,Sequel
12371,3460,Spin-off
35800,35778,Other
35800,35809,Other
2803,890,Alternative setting
2803,3325,Alternative setting
2803,3486,Alternative setting
2803,3505,Alternative setting
2803,4532,Alternative setting
2803,5075,Alternative setting
2803,5440,Alternative setting
35307,30151,Other
15793,11751,Prequel
15793,20843,Side story
15793,21573,Sequel
26135,26137,Sequel
36643,30954,Other
36643,36642,Prequel
23865,22275,Other
35115,3077,Sequel
2033,8079,Sequel
2033,31476,Side story
66,659,Side story
66,1593,Side story
22547,23781,Side story
5688,2165,Alternative version
5688,6971,Alternative version
5688,7307,Alternative version
5688,7619,Alternative version
5688,8149,Alternative version
5688,3710,Spin-off
5688,37140,Other
3807,11101,Summary
9088,2143,Sequel
9088,17137,Other
34222,35266,Other
10298,7054,Parent story
28701,22297,Prequel
28701,31389,Alternative version
6999,5751,Parent story
36425,36423,Prequel
36425,36427,Sequel
25059,16253,Side story
4416,890,Prequel
4416,1136,Alternative setting
4416,1382,Alternative version
9070,16908,Sequel
25965,12145,Prequel
25965,25977,Prequel
25965,25967,Sequel
34358,2233,Prequel
34358,34363,Sequel
31265,31264,Alternative version
3006,9795,Side story
3006,9796,Side story
3006,30649,Sequel
17777,21679,Other
1100,1618,Alternative version
1100,1671,Sequel
2629,2471,Parent story
7108,5034,Parent story
36921,32338,Other
36921,34252,Other
36921,34412,Other
36921,33573,Parent story
7969,18525,Sequel
7969,18525,Alternative version
8839,85,Parent story
34826,2223,Parent story
13333,21103,Character
13333,27419,Other
9735,7472,Other
1841,933,Parent story
2705,2706,Sequel
2705,9857,Side story
1994,298,Parent story
1231,1191,Prequel
1231,1232,Prequel
1231,37269,Sequel
27737,19825,Prequel
27737,32089,Other
27737,32670,Sequel
6171,9130,Sequel
17893,17092,Prequel
36275,34591,Parent story
36501,35062,Other
36501,36502,Sequel
10483,6634,Parent story
1860,2683,Sequel
31789,30891,Prequel
30762,6568,Alternative setting
4981,1598,Alternative version
4981,4810,Alternative version
5252,21,Parent story
402,607,Alternative version
24669,7496,Alternative version
24669,9531,Alternative version
24669,20189,Alternative version
24669,16814,Alternative setting
24669,28555,Character
8211,6747,Full story
8214,2333,Alternative version
33271,33266,Prequel
33271,34500,Other
33271,36571,Sequel
30010,34427,Other
36969,35656,Full story
36969,36983,Other
71,72,Side story
71,73,Sequel
71,36342,Summary
71,36343,Summary
71,36344,Summary
3449,489,Parent story
36885,30727,Other
36265,8644,Alternative version
36265,30961,Alternative version
9396,7627,Parent story
28497,31593,Side story
17919,9911,Alternative version
17919,35585,Other
3734,506,Alternative version
31344,16904,Other
21945,1960,Parent story
32089,5082,Other
32089,27737,Other
34933,37086,Sequel
33305,33396,Alternative setting
33305,33925,Alternative setting
33305,35650,Alternative setting
29067,26349,Prequel
3349,274,Prequel
3349,5859,Prequel
1561,6227,Sequel
554,555,Sequel
554,557,Side story
19751,3020,Alternative version
33546,30757,Parent story
25835,28105,Side story
25835,37804,Sequel
16444,15315,Prequel
2776,2777,Sequel
8440,889,Alternative setting
8440,1519,Alternative setting
1159,1158,Prequel
17641,15583,Prequel
17641,19163,Sequel
12145,25963,Alternative version
12145,25975,Alternative version
12145,25965,Sequel
12145,25977,Sequel
12145,25973,Alternative setting
12145,26011,Alternative setting
12145,26015,Other
1486,3421,Alternative version
4069,6609,Sequel
36248,35004,Other
36371,820,Alternative version
36371,36370,Prequel
3153,2389,Full story
18953,37189,Other
32981,35202,Prequel
35575,6625,Other
1272,1274,Sequel
12413,13331,Sequel
12413,15735,Summary
10987,14631,Other
10987,22709,Sequel
10987,23313,Prequel
10987,35745,Character
1350,1349,Parent story
8619,7148,Other
12255,10012,Parent story
1756,1755,Prequel
2555,25075,Summary
12123,6148,Other
12123,14693,Sequel
12123,14949,Side story
8536,9347,Sequel
1356,967,Prequel
1356,1357,Sequel
1356,31018,Other
32397,34848,Other
5372,929,Prequel
12131,9624,Parent story
36976,151,Other
36976,1661,Other
36976,1853,Other
36976,2497,Other
36976,6496,Other
10464,5909,Prequel
10464,15963,Side story
2254,5303,Summary
11773,471,Alternative setting
11773,9005,Prequel
33970,32740,Prequel
31978,966,Parent story
31978,27653,Prequel
31978,34244,Sequel
30753,8357,Prequel
30753,10238,Spin-off
30753,13207,Side story
30753,13499,Side story
30753,13431,Sequel
30753,13433,Sequel
1968,85,Alternative version
1968,1967,Prequel
1968,1969,Sequel
1521,1520,Parent story
31669,28861,Parent story
37408,34411,Prequel
33417,31680,Prequel
6634,5355,Prequel
6634,9630,Side story
6634,10483,Side story
6634,9745,Sequel
18835,13115,Other
17104,17102,Parent story
31147,32313,Sequel
36915,34321,Other
36915,36914,Other
31137,25939,Full story
21067,23433,Sequel
21067,23679,Side story
28549,30928,Alternative version
28549,36315,Alternative version
34794,35385,Sequel
9385,3399,Full story
5968,5967,Prequel
20877,9907,Other
20877,9930,Other
20877,11033,Other
20877,12637,Other
20877,14951,Other
20877,15051,Parent story
13939,11759,Prequel
6361,2924,Sequel
32571,8829,Alternative version
32571,8832,Alternative version
32571,34979,Sequel
34370,13505,Parent story
34370,34372,Other
711,1650,Full story
711,3067,Sequel
13249,1412,Spin-off
13429,12477,Alternative version
36890,35067,Parent story
36162,34498,Other
36162,36125,Other
36162,36223,Other
8915,12879,Side story
23609,23607,Parent story
3182,1617,Prequel
28495,19775,Full story
3588,21195,Summary
3588,21507,Spin-off
1392,1391,Prequel
1392,1393,Sequel
24765,33119,Other
187,18,Sequel
187,186,Prequel
187,821,Summary
187,12725,Summary
187,822,Side story
35521,3104,Alternative version
35521,35520,Prequel
31662,30989,Other
1639,5391,Sequel
1639,6546,Alternative version
14511,14575,Prequel
14511,20221,Sequel
186,185,Prequel
186,187,Sequel
186,821,Summary
186,12725,Summary
186,822,Side story
24791,18191,Other
17441,5834,Parent story
31629,34454,Other
31629,35814,Sequel
31629,36587,Sequel
35227,35226,Parent story
35716,16774,Prequel
5865,776,Parent story
33019,32094,Prequel
11879,10380,Prequel
11879,21097,Sequel
31521,21845,Prequel
36279,32636,Alternative version
1505,235,Parent story
1505,7471,Summary
19023,21189,Prequel
19023,25875,Spin-off
19023,28841,Sequel
23405,16011,Parent story
14833,17743,Summary
9818,9817,Prequel
9818,9820,Sequel
1794,424,Parent story
2682,1327,Prequel
11001,3613,Prequel
6178,1565,Parent story
25087,2829,Full story
31603,24977,Parent story
21765,21761,Alternative version
5849,4038,Full story
6971,2165,Alternative version
6971,5688,Alternative version
6971,7307,Alternative version
6971,7619,Alternative version
6971,8150,Alternative version
6971,3710,Spin-off
6971,37140,Other
4823,4044,Alternative version
4823,36135,Alternative version
2327,2328,Alternative version
2327,10409,Summary
349,3301,Alternative version
18319,18321,Alternative setting
18319,19555,Prequel
13311,37385,Other
34318,21603,Alternative version
34318,33219,Alternative version
34318,36494,Other
34318,37507,Other
34236,17405,Alternative version
33366,22137,Other
33366,25873,Other
873,48,Prequel
873,298,Prequel
873,3269,Sequel
873,9332,Other
13663,9181,Prequel
13663,13851,Side story
13663,28979,Sequel
13139,17147,Sequel
1705,1626,Alternative version
10999,10507,Parent story
4242,4240,Prequel
4242,4244,Sequel
24687,21939,Prequel
24687,24701,Sequel
766,1067,Alternative version
5542,5544,Other
5542,5571,Other
5542,12563,Other
550,481,Sequel
550,2006,Sequel
1850,1849,Prequel
1850,1851,Sequel
30549,17080,Prequel
30549,34649,Sequel
31737,30544,Prequel
6970,10954,Other
34734,31422,Parent story
6811,249,Prequel
2594,36652,Alternative version
6878,3737,Spin-off
35780,4057,Other
464,21,Parent story
34092,24773,Parent story
34092,31019,Parent story
34092,34091,Side story
30532,19319,Other
24437,18205,Alternative version
29948,29947,Prequel
16027,9501,Parent story
33998,3885,Prequel
33998,6482,Sequel
6231,235,Parent story
6231,5460,Parent story
21471,21591,Other
21471,21607,Other
2427,2428,Alternative version
2427,2429,Sequel
2427,23661,Side story
35346,34257,Parent story
35346,36500,Sequel
7485,5813,Alternative version
7485,30973,Alternative version
592,4191,Prequel
29249,9292,Other
1800,504,Sequel
1800,825,Spin-off
1800,35204,Spin-off
1800,1799,Prequel
2367,4421,Side story
5005,6582,Sequel
5005,8314,Side story
5005,8316,Character
28565,26105,Prequel
192,189,Parent story
34480,32282,Prequel
34480,35788,Sequel
4492,4699,Other
4540,80,Parent story
4540,19977,Other
30870,30869,Prequel
30870,33253,Alternative version
11405,22997,Sequel
31652,3479,Prequel
31652,34399,Sequel
3131,31693,Side story
1882,1881,Prequel
33854,23733,Alternative version
9925,8676,Parent story
392,882,Side story
392,883,Side story
392,12455,Side story
392,2125,Summary
392,2126,Summary
392,6964,Sequel
392,36951,Other
8086,9690,Summary
8086,10934,Character
644,16,Prequel
644,1142,Sequel
30524,32682,Sequel
8542,311,Alternative version
8542,314,Sequel
21541,15225,Other
6489,3712,Parent story
37646,36784,Prequel
16814,7496,Alternative version
16814,20189,Alternative version
16814,24669,Alternative version
26013,26011,Prequel
36922,32338,Other
36922,34252,Other
36922,34412,Other
36922,33573,Parent story
5667,3455,Prequel
5667,9181,Sequel
2304,2305,Prequel
2304,6792,Sequel
32866,3667,Parent story
32866,34644,Side story
20709,25647,Side story
10090,1566,Alternative version
10090,10950,Side story
2020,21,Parent story
25303,20583,Parent story
4071,2213,Parent story
10691,10799,Other
10691,11487,Character
12141,30922,Alternative version
13223,1401,Full story
22441,22439,Prequel
2408,516,Parent story
33870,33867,Other
822,186,Parent story
822,187,Parent story
822,5228,Sequel
37268,20533,Prequel
1403,33505,Sequel
682,683,Side story
682,684,Sequel
682,1037,Character
682,2485,Other
23895,12321,Other
36756,32998,Parent story
32269,7752,Alternative version
32269,32270,Sequel
1802,424,Alternative setting
1802,12343,Sequel
23281,13601,Prequel
23281,21339,Sequel
37245,37247,Prequel
31033,1199,Parent story
37352,36492,Other
7364,7436,Prequel
29844,29851,Parent story
36942,35805,Prequel
36942,35883,Parent story
35275,35272,Alternative version
35275,35274,Alternative version
35275,35276,Alternative version
2151,7664,Summary
6721,36636,Sequel
37672,35589,Full story
13927,11635,Spin-off
25879,10521,Prequel
25879,31715,Sequel
30806,11021,Spin-off
1743,1769,Sequel
4075,1603,Prequel
4075,9241,Sequel
18191,24791,Other
18191,24795,Side story
1433,1412,Parent story
4946,2324,Parent story
17102,17104,Side story
32408,31071,Parent story
30145,247,Parent story
30145,1906,Other
24743,1387,Full story
25605,29833,Alternative version
36730,2471,Alternative version
34205,36543,Summary
37640,33044,Other
37640,34911,Other
37640,35133,Other
191,189,Parent story
21075,15195,Parent story
22569,7494,Alternative setting
22569,29153,Alternative setting
22569,36234,Other
31892,31893,Sequel
34394,25519,Other
34394,34284,Other
34394,34374,Other
34394,35472,Sequel
11977,9756,Alternative version
11977,11979,Sequel
24277,18179,Prequel
24277,30413,Sequel
24277,30790,Summary
30483,1491,Other
20141,1412,Parent story
4155,21,Parent story
4155,8740,Prequel
16830,16556,Alternative setting
16830,30134,Alternative setting
36215,21,Full story
34502,36894,Sequel
34502,37553,Other
2329,2328,Alternative setting
35239,6604,Alternative version
32412,28249,Other
32412,31821,Other
4855,4854,Prequel
4855,4856,Sequel
2442,2441,Prequel
1929,603,Prequel
1929,1534,Alternative setting
1929,1932,Alternative setting
1929,3692,Alternative setting
1929,5684,Alternative setting
1929,7645,Alternative setting
1929,9893,Alternative setting
1929,12191,Alternative setting
1929,16419,Alternative setting
1929,21407,Alternative setting
1929,28669,Alternative setting
1929,31884,Alternative setting
1929,36593,Alternative setting
1929,1930,Side story
1929,1931,Side story
1929,5753,Spin-off
1929,8133,Spin-off
1929,9979,Spin-off
1929,10549,Spin-off
1929,12221,Spin-off
1929,34303,Spin-off
1929,10736,Other
1929,11569,Other
31109,34016,Other
11521,22439,Sequel
10736,9893,Other
24075,10588,Alternative version
24075,26359,Other
226,376,Side story
3112,1995,Prequel
35379,8783,Alternative version
5773,5548,Prequel
5225,1412,Sequel
5225,1428,Alternative version
179,178,Alternative version
36843,21129,Prequel
36280,30863,Alternative version
36280,32637,Alternative version
23635,23633,Other
32801,28121,Parent story
29611,11595,Parent story
13969,12321,Other
5155,3488,Alternative version
5391,1639,Prequel
5391,4866,Sequel
1555,2179,Spin-off
1555,3686,Side story
5279,4063,Parent story
22123,25861,Side story
13479,12431,Parent story
33994,31229,Other
1118,527,Parent story
1118,4793,Other
28869,24909,Prequel
28869,31670,Sequel
35658,31658,Other
30767,4088,Alternative version
24839,22757,Parent story
21161,6868,Full story
33422,33176,Full story
18507,17819,Other
18507,19671,Side story
18507,22265,Sequel
18507,30415,Prequel
18507,33845,Alternative version
11745,16059,Sequel
7164,4383,Parent story
7164,4418,Parent story
7164,4419,Parent story
3875,3356,Alternative version
3875,17719,Alternative version
3875,32794,Side story
3875,32795,Side story
3508,6795,Other
13675,13691,Other
13675,21441,Other
13675,25883,Other
34325,31592,Parent story
33904,31108,Other
33904,33902,Other
28053,7193,Alternative version
28053,26279,Alternative version
28053,29718,Alternative version
18109,17707,Other
5267,20175,Sequel
5267,28983,Summary
5267,30738,Alternative version
5267,35710,Character
9355,5277,Parent story
1673,1672,Prequel
1317,15,Parent story
24169,235,Parent story
24169,29437,Other
18081,29926,Alternative version
5814,6849,Prequel
30264,9291,Alternative version
10737,9776,Parent story
8707,1986,Prequel
17387,24577,Sequel
25045,22789,Full story
112,275,Other
112,964,Other
112,705,Side story
112,765,Side story
6891,4590,Prequel
21855,35247,Prequel
21855,36999,Prequel
7550,1565,Parent story
10444,8624,Prequel
10444,11385,Sequel
32146,16377,Other
32146,17163,Other
32146,32145,Other
30093,30089,Character
30093,30094,Other
150,405,Alternative version
150,10490,Other
150,10681,Other
2131,357,Prequel
7645,603,Alternative setting
7645,1534,Alternative setting
7645,1929,Alternative setting
7645,1932,Alternative setting
7645,3692,Alternative setting
7645,5684,Alternative setting
7645,9893,Alternative setting
7645,12191,Alternative setting
7645,16419,Alternative setting
7645,21407,Alternative setting
7645,28669,Alternative setting
7645,31884,Alternative setting
7645,34290,Alternative setting
7645,36593,Alternative setting
7645,8133,Spin-off
7645,9979,Spin-off
7645,12221,Spin-off
7645,34302,Spin-off
7645,34303,Spin-off
7645,9288,Side story
2148,30262,Other
34871,1960,Parent story
32476,24997,Other
3285,3838,Alternative version
3285,3839,Alternative version
13143,2156,Other
13143,21523,Sequel
891,223,Alternative version
891,502,Prequel
891,892,Sequel
33818,31771,Prequel
33818,36800,Sequel
9344,1553,Other
10479,9513,Other
12483,12481,Prequel
9795,3006,Parent story
32737,11755,Other
29862,29820,Sequel
29862,29823,Prequel
18567,18569,Other
19727,8769,Other
21103,2129,Character
21103,9289,Character
21103,13333,Character
30039,19067,Prequel
30039,32785,Sequel
10666,4362,Parent story
33044,34911,Other
33044,35133,Other
33044,37640,Other
1718,293,Spin-off
34428,29803,Full story
34428,34161,Prequel
29697,22,Parent story
1840,1195,Prequel
1840,3712,Sequel
35519,2039,Full story
23013,4394,Other
23013,6850,Other
23013,16393,Other
23013,30019,Other
23013,30305,Summary
30276,31704,Side story
30276,31772,Side story
30276,34134,Sequel
9904,4057,Prequel
9904,31424,Sequel
16718,9863,Other
25975,12145,Alternative version
25975,25973,Prequel
1520,1521,Side story
1520,6246,Side story
1520,2213,Alternative version
1520,7229,Alternative version
1520,9991,Character
1520,10055,Other
1520,30740,Prequel
32834,27521,Prequel
22687,22689,Prequel
22687,31430,Sequel
5477,4332,Spin-off
322,852,Prequel
