anime_id,title,title_english,title_japanese,title_synonyms,image_url,type,source,episodes,status,duration,rating,score,scored_by,rank,popularity,members,favorites,premiered,licensor,studio,aired_from,aired_to
34870,BanG Dream!: Asonjatta!,,BanG Dream！ 遊んじゃった！,"BanG Dream! Special, BanG Dream!: We Had Some Fun!",https://cdn.myanimelist.net/images/anime/13/89692.jpg,Special,Manga,1,Finished Airing,23 min.,PG-13 - Teens 13 or older,6.93,1366,3803.0,6053,2886,4,Fall 2017,,Xebec,2017-11-22,2017-11-22
2782,Fire Emblem,Fire Emblem,ファイアーエムブレム,,https://cdn.myanimelist.net/images/anime/11/20028.jpg,OVA,Game,2,Finished Airing,27 min. per ep.,PG-13 - Teens 13 or older,5.82,3391,7756.0,4206,7292,27,Winter 1996,ADV Films,Studio Fantasia,1996-01-26,1996-04-26
10602,Hayabusa: Back to the Earth - Kikan,,はやぶさ HAYABUSA - BACK TO THE EARTH - 帰還,,https://cdn.myanimelist.net/images/anime/2/29116.jpg,Movie,,1,Finished Airing,45 min.,,4.29,14,10366.0,11887,155,0,Spring 2011,,,2011-05-14,2011-05-14
19437,Dokidoki Gakuen Kessen!! Youki Daimashiro,,ドキドキ学園　決戦！！妖奇大魔城,,https://cdn.myanimelist.net/images/anime/5/52097.jpg,OVA,,1,Finished Airing,10 min.,G - All Ages,4.5,28,9988.0,11746,162,0,Summer 1988,,,1988-09-20,1988-09-20
54,Appleseed (Movie),,アップルシード,Appleseed (2004),https://cdn.myanimelist.net/images/anime/9/57231.jpg,Movie,Manga,1,Finished Airing,1 hr. 45 min.,R - 17+ (violence & profanity),7.19,33840,2835.0,1425,55723,153,Spring 2004,"Sentai Filmworks, Geneon Entertainment USA",Digital Frontier,2004-04-17,2004-04-17
16556,Hong Kil-dong,,홍길동 장군,General Hong Gildong,https://cdn.myanimelist.net/images/anime/7/44660.jpg,Movie,,1,Finished Airing,1 hr. 10 min.,G - All Ages,5.28,18,10492.0,12161,139,0,Winter 1967,,,1967-01-21,1967-01-21
32039,Show By Rock!! Short!!,Show By Rock!! Short!!,SHOW BY ROCK!! しょ～と!!,,https://cdn.myanimelist.net/images/anime/5/78322.jpg,TV,Game,12,Finished Airing,3 min. per ep.,PG-13 - Teens 13 or older,6.4,3025,6008.0,4031,8013,13,Summer 2016,Funimation,Bones,2016-07-05,2016-09-20
32353,Bonobono (2016),Bono Bono,ぼのぼの,,https://cdn.myanimelist.net/images/anime/13/77617.jpg,TV,4-koma manga,0,Currently Airing,5 min.,G - All Ages,6.39,377,6022.0,7467,1489,11,Spring 2016,,Eiken,2016-04-02,
7488,Karo to Piyobupt: Ame no Hi,Karo & Piyobupt: Imagination,カロとピヨブプト-あめのひ,"Rainy Day, Rainy Days",https://cdn.myanimelist.net/images/anime/5/17975.jpg,Movie,,1,Finished Airing,4 min.,G - All Ages,5.29,261,8702.0,9612,478,0,,,,,
17539,Mesu Nochi Torare,,メスのちトラレ,,https://cdn.myanimelist.net/images/anime/3/47081.jpg,OVA,Manga,2,Finished Airing,14 min. per ep.,Rx - Hentai,6.13,1546,,5313,3995,16,Spring 2013,,,2013-04-05,2013-06-21
5157,Alexander Senki Movie,Reign: The Conqueror Movie,アレクサンダー戦記 劇場版,Alexander Senki Gekijouban,https://cdn.myanimelist.net/images/anime/11/28506.jpg,Movie,,1,Finished Airing,1 hr. 40 min.,R - 17+ (violence & profanity),6.01,363,7320.0,7382,1546,0,Fall 2000,,Madhouse,2000-10-07,2000-10-07
25193,Donguri Mori e,,どんぐり森へ,,https://cdn.myanimelist.net/images/anime/13/64409.jpg,OVA,,1,Finished Airing,15 min.,PG - Children,5.33,6,10000.0,13385,81,0,,,Toei Animation,,
8491,Digimon Savers 3D: Digital World Kiki Ippatsu!,,デジモンセイバーズ3D デジタルワールド危機イッパツ！,Digimon Savers 3D: A Close Call for the Digital World,https://cdn.myanimelist.net/images/anime/13/22648.jpg,Movie,Original,1,Finished Airing,7 min.,PG - Children,6.24,1571,6615.0,5135,4405,2,Summer 2006,,Toei Animation,2006-07-08,2006-07-08
28687,Poker,,POKER,,https://cdn.myanimelist.net/images/anime/8/69255.jpg,Music,,1,Finished Airing,3 min.,G - All Ages,5.14,273,8908.0,9676,465,0,,,,,
1014,Chicchana Yukitsukai Sugar Specials,Sugar: A Little Snow Fairy Summer Special,ちっちゃな雪使いシュガー特別編,"Chiccha na Yukitsukai Sugar Special, Chiccha na Yukitsukai Sugar Tokubetsu Hen",https://cdn.myanimelist.net/images/anime/12/23190.jpg,Special,Original,2,Finished Airing,24 min. per ep.,G - All Ages,7.07,1835,3296.0,5192,4260,14,Summer 2003,"Sentai Filmworks, Geneon Entertainment USA",J.C.Staff,2003-08-21,2003-08-28
6075,Ai no Wakakusa Yama Monogatari,,愛の若草山物語,"Little Women in Love, Anime Ai no Awa Awa Hour, Anime Lovers' Awa Awa Hour, Anime Lovers' Bubble Bubble Hour, Modern Love's Silliness",https://cdn.myanimelist.net/images/anime/9/13279.jpg,TV,Manga,12,Finished Airing,4 min. per ep.,G - All Ages,6.34,140,6212.0,9062,650,0,Summer 1999,,Gainax,1999-08-01,1999-10-01
22641,Kero Kero Keroppi no Bikkuri! Obakeyashiki,,けろけろけろっぴのびっくり! おばけやしき,,https://cdn.myanimelist.net/images/anime/2/58981.jpg,OVA,,1,Finished Airing,30 min.,G - All Ages,5.61,23,10830.0,12431,126,0,Winter 1996,,,1996-01-13,1996-01-13
19645,Doraemon Movie 34: Shin Nobita no Daimakyou - Peko to 5-nin no Tankentai,Doraemon the Movie: Nobita in the New Haunts of Evil -Peko and the Five Explorers-,映画 ドラえもん 新・のび太の大魔境～ペコと5人の探検隊～,Doraemon: New Nobita's Great Demon - Peko and the Exploration Party of Five,https://cdn.myanimelist.net/images/anime/13/72439.jpg,Movie,,1,Finished Airing,1 hr. 49 min.,PG - Children,7.4,620,2008.0,7806,1264,2,Spring 2014,,Shin-Ei Animation,2014-03-08,2014-03-08
34840,Kitsune Tsuki,Fox Fears,きつね憑き,,https://cdn.myanimelist.net/images/anime/6/84082.jpg,Movie,Original,1,Finished Airing,7 min.,G - All Ages,6.25,66,6580.0,12198,138,0,,,,,
8919,Licca-chan no Nichiyoubi,,リカちゃんの日曜日,,https://cdn.myanimelist.net/images/anime/4/24730.jpg,OVA,,1,Finished Airing,25 min.,G - All Ages,6.12,132,7032.0,10097,365,0,Summer 1992,,,1992-07-21,1992-07-21
6344,"Shikabane Hime: Kuro – Soredemo, Hito to Shite","Corpse Princess: Kuro - Even So, As a Person",屍姫 玄 それでも、人として,Shikabane Hime: Kuro Special,https://cdn.myanimelist.net/images/anime/4/73631.jpg,Special,Manga,1,Finished Airing,23 min.,R - 17+ (violence & profanity),7.08,4656,3283.0,3533,11018,8,Summer 2009,Funimation,Gainax,2009-08-05,2009-08-05
36281,Lilt,Lilt,Lilt,,https://cdn.myanimelist.net/images/anime/5/87637.jpg,ONA,Original,1,Finished Airing,13 sec.,G - All Ages,3.75,24,11077.0,13602,72,0,Winter 2010,,,2010-02-08,2010-02-08
33104,Rance 01: Hikari wo Motomete The Animation - Leazas no Yami,,ランス01 光をもとめて THE ANIMATION 映像特典「リーザスの闇」,"The Darkness of Leazas, Rance 01 Bonus Video Special",https://cdn.myanimelist.net/images/anime/9/87978.jpg,Special,Visual novel,1,Finished Airing,4 min.,Rx - Hentai,6.31,417,,7566,1423,5,Winter 2016,,Seven,2016-01-29,2016-01-29
3490,Rayca,,零花～rayca,,https://cdn.myanimelist.net/images/anime/7/23784.jpg,OVA,,1,Finished Airing,17 min.,,4.84,452,9182.0,8296,988,1,Spring 2002,,,2002-03-05,2002-03-05
13643,Imouto Twins,Sex Exchange (2),義妹×2 いもうとツインズ,,https://cdn.myanimelist.net/images/anime/4/41649.jpg,OVA,Original,1,Finished Airing,26 min.,Rx - Hentai,6.06,613,,7091,1788,3,Summer 2006,Media Blasters,Y.O.U.C,2006-09-08,2006-09-08
30752,himitsukesshatakanotsume.jp Specials,,秘密結社鷹の爪.jp 番外編,"Secret Society Eagle Talon WEB Specials, himitsukesshatakanotsume.jp Extra Episodes, himitsukesshatakanotsume.jp Bangai-hen",https://cdn.myanimelist.net/images/anime/2/74059.jpg,Special,,2,Finished Airing,5 min. per ep.,PG-13 - Teens 13 or older,5.17,18,10465.0,12665,115,0,Fall 2012,,DLE,2012-12-12,2013-02-06
31116,Momotaros no Natsuyasumi,,モモタロスのなつやすみ,"Momotaros's Summer Vacation, Momo Natsu",https://cdn.myanimelist.net/images/anime/12/74748.jpg,Movie,,1,Finished Airing,2 min.,G - All Ages,3.91,34,11310.0,12836,107,0,Summer 2007,,,2007-08-04,2007-08-04
29925,Poron Guitar,,ポロンギター,,https://cdn.myanimelist.net/images/anime/8/71813.jpg,Movie,,1,Finished Airing,26 min.,G - All Ages,4.43,42,11807.0,12708,113,0,,,,,
30139,Manga Doushite Monogatari OVA,,まんがどうして物語,,https://cdn.myanimelist.net/images/anime/11/72156.jpg,OVA,,2,Finished Airing,1 hr. 24 min. per ep.,G - All Ages,5.31,16,11163.0,13392,81,0,,,,,
10217,Kaitou Tenshi Twin Angel: Kyun Kyun☆Tokimeki Paradise!!,Twin Angel: Twinkle Paradise,快盗天使ツインエンジェル 〜キュンキュン☆ときめきパラダイス!!〜,Kaitou Tenshi Twin Angel (TV),https://cdn.myanimelist.net/images/anime/11/30254.jpg,TV,Game,12,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,6.06,1601,7202.0,4546,5980,4,Summer 2011,,J.C.Staff,2011-07-05,2011-09-20
1977,Hijikata Toshizou: Shiro no Kiseki,,土方歳三　白の軌跡,"Hijikata Toshizo: Shiru no Kiseki, Hijikata Toshizo Shiro no Kiseki, Hijikata Toshizo: The White Trail, Toshizo Hijikata: Cornerstone of Understanding",https://cdn.myanimelist.net/images/anime/1/2252.jpg,OVA,,1,Finished Airing,32 min.,PG-13 - Teens 13 or older,6.3,837,6388.0,6612,2244,7,Winter 2004,,Studio 4°C,2004-01-12,2004-01-12
424,Dirty Pair,Dirty Pair,ダーティペア,,https://cdn.myanimelist.net/images/anime/2/20673.jpg,TV,Light novel,24,Finished Airing,25 min. per ep.,PG-13 - Teens 13 or older,7.21,3027,2771.0,3300,13078,90,Summer 1985,Nozomi Entertainment,Sunrise,1985-07-15,1985-12-26
33266,Nanocore,NANOCORE,纳米核心,,https://cdn.myanimelist.net/images/anime/13/79949.jpg,ONA,Original,10,Finished Airing,21 min. per ep.,PG-13 - Teens 13 or older,6.24,68,6629.0,10005,385,0,Winter 2014,,,2014-02-14,2015-07-31
10845,Manyuu Hikenchou Specials,,魔乳秘剣帖 美乳鍛錬法・乳研ぎ,Manyuu Hikenchou: Binyuu Tanren Hou - Chichi Togi,https://cdn.myanimelist.net/images/anime/3/29932.jpg,Special,Manga,4,Finished Airing,3 min. per ep.,R+ - Mild Nudity,6.23,3462,,4030,8014,18,Fall 2011,,Hoods Entertainment,2011-10-04,2012-01-07
32150,Ai to Shi,,愛と死,,https://cdn.myanimelist.net/images/anime/8/77241.jpg,Special,Original,1,Finished Airing,1 min.,G - All Ages,5.78,55,7835.0,11883,155,0,Spring 2013,,,2013-03-30,2013-03-30
6896,Pandora Hearts Specials,,パンドラハーツ,PandoraHearts Specials,https://cdn.myanimelist.net/images/anime/13/21439.jpg,Special,Manga,9,Finished Airing,4 min. per ep.,PG-13 - Teens 13 or older,7.46,17777,1785.0,1910,35722,123,Summer 2009,,Xebec,2009-07-24,2010-03-25
12135,Ra/Radio Noise*Planet,,ラ/ラジオノイズ＊プラネット,La / Radio Noise * Planet,https://cdn.myanimelist.net/images/anime/12/34247.jpg,OVA,Original,1,Finished Airing,2 min.,PG-13 - Teens 13 or older,5.98,307,7403.0,8962,690,0,,Sentai Filmworks,,,
33736,After School,,アフタースクール,,https://cdn.myanimelist.net/images/anime/3/81125.jpg,ONA,Original,0,Not yet aired,,,0.0,0,,9329,555,1,,,,,
32888,Sinbad: Mahiru no Yoru to Fushigi no Mon,Sinbad: Night at High Noon and the Wonder Gate,シンドバッド,,https://cdn.myanimelist.net/images/anime/3/78861.jpg,Movie,Original,1,Finished Airing,1 hr. 54 min.,G - All Ages,6.32,128,6323.0,8805,757,0,Spring 2016,,Nippon Animation,2016-05-14,2016-05-14
31838,Ze Tian Ji,,择天记,"Way of Choices, Fighter of the Destiny",https://cdn.myanimelist.net/images/anime/3/79002.jpg,ONA,Novel,13,Finished Airing,15 min. per ep.,PG-13 - Teens 13 or older,6.77,311,4477.0,7407,1537,7,Summer 2015,,Shanghai Foch Film Culture Investment,2015-07-15,2015-12-23
31298,Baka to Test to Shoukanjuu: Matsuri - Sentakushi Ikou nomi,,バカとテストと召喚獣 ～祭～ 選択肢以降のみ,,https://cdn.myanimelist.net/images/anime/11/75276.jpg,Special,,6,Finished Airing,3 min. per ep.,PG-13 - Teens 13 or older,7.21,2265,2760.0,4329,6691,9,Winter 2011,,,2011-02-23,2011-03-30
22605,Kero Kero Keroppi no Ganbare! Keroppooz,Keroppi in Let's Play Baseball,けろけろけろっぴのがんばれ! けろっぴーず,"Hello Kitty and Friends: Let's Play Baseball, Keroppi and Friends: Let's Play Baseball",https://cdn.myanimelist.net/images/anime/4/58945.jpg,OVA,,1,Finished Airing,30 min.,G - All Ages,5.9,40,10836.0,11950,150,0,Summer 1992,,,1992-07-21,1992-07-21
164,Mononoke Hime,Princess Mononoke,もののけ姫,Mononoke Hime,https://cdn.myanimelist.net/images/anime/7/75919.jpg,Movie,Original,1,Finished Airing,2 hr. 10 min.,PG-13 - Teens 13 or older,8.8,333730,29.0,79,507499,10689,Summer 1997,GKIDS,Studio Ghibli,1997-07-12,1997-07-12
13955,Dennou Coil Recaps,,電脳コイル,"Cyber Coil Recaps, Coil - A Circle of Children Recaps, Denno Coil Recaps, Dennou Coil Episode 13.5 and Episode 22.5, Dennou Coil Recap Specials",https://cdn.myanimelist.net/images/anime/6/38635.jpg,Special,,2,Finished Airing,25 min. per ep.,G - All Ages,6.43,479,5872.0,7245,1666,0,Summer 2007,,Madhouse,2007-08-25,2007-11-03
9916,Samurai Giants,,侍ジャイアンツ,Star Pitcher,https://cdn.myanimelist.net/images/anime/11/27421.jpg,TV,,46,Finished Airing,25 min. per ep.,PG-13 - Teens 13 or older,6.49,81,5652.0,9302,562,1,Fall 1973,,"Madhouse, Tokyo Movie Shinsha",1973-10-07,1974-09-15
37307,K: Seven Stories Movie 6 - Circle Vision - Nameless Song,,K Seven Stories Circle Vision ~Nameless Song~,,,Movie,Original,1,Not yet aired,,PG-13 - Teens 13 or older,0.0,0,,8638,833,2,Fall 2018,Viz Media,,2018-12-01,2018-12-01
27951,Mattsu to Yanma to Moburi-san 2: Suigun Otakara to Nazotoki no Shimajima,"Mattsu, Yamma and Moburi - The Naval Treasure and Riddle Island",マッツとヤンマとモブリさん2 ―水軍お宝と謎解きの島々―,,https://cdn.myanimelist.net/images/anime/7/68749.jpg,ONA,,1,Finished Airing,13 min.,G - All Ages,5.52,51,8340.0,10854,244,0,Fall 2014,,,2014-10-23,2014-10-23
605,Tenshi ni Narumon!,I'm Gonna Be an Angel!,天使になるもんっ！,,https://cdn.myanimelist.net/images/anime/1079/92436.jpg,TV,Original,26,Finished Airing,23 min. per ep.,PG-13 - Teens 13 or older,6.83,1349,4218.0,5025,4638,38,Spring 1999,Synch-Point,Studio Pierrot,1999-04-07,1999-09-29
855,Strawberry Panic,Strawberry Panic,ストロベリー・パニック,,https://cdn.myanimelist.net/images/anime/3/14070.jpg,TV,Other,26,Finished Airing,25 min. per ep.,PG-13 - Teens 13 or older,7.41,38116,1994.0,959,88082,1661,Spring 2006,Media Blasters,"Madhouse, Imagin",2006-04-04,2006-09-26
18231,Vanquished Queens Specials,,ヴァンキッシュド・クイーンズ,Queen's Blade,https://cdn.myanimelist.net/images/anime/8/48913.jpg,Special,Other,4,Finished Airing,6 min. per ep.,R+ - Mild Nudity,5.65,1295,8111.0,5534,3632,1,Spring 2013,,Arms,2013-03-29,2014-09-30
29657,Stone,,Stone,,https://cdn.myanimelist.net/images/anime/12/71311.jpg,Movie,Original,1,Finished Airing,7 min.,G - All Ages,4.48,46,12269.0,11661,167,0,,,,,
13115,Hakuouki Reimeiroku,Hakuoki ~Demon of the Fleeting Blossom~ Dawn of the Shinsengumi,薄桜鬼 黎明録,"Hakuouki 3, Hakuoki 3, Hakuouki Shinsengumi Kitan Reimeiroku",https://cdn.myanimelist.net/images/anime/11/71798.jpg,TV,Visual novel,12,Finished Airing,23 min. per ep.,R - 17+ (violence & profanity),7.61,14235,1326.0,1868,37099,138,Summer 2012,Sentai Filmworks,Studio Deen,2012-07-09,2012-09-24
29541,Hello Kitty no Santa-san ga Futari Ita,,ハローキティのサンタさんが二人いた,,https://cdn.myanimelist.net/images/anime/9/70983.jpg,OVA,,1,Finished Airing,10 min.,G - All Ages,5.86,14,10403.0,13014,98,0,,,,,
32819,Xiong Chumo Zhi: Conglin Zongdongyuan,Boonie Bears: Forest Frenzy,熊出没之丛林总动员,Forest Frenzy of Boonie Bears,https://cdn.myanimelist.net/images/anime/4/78683.jpg,TV,Original,104,Finished Airing,13 min. per ep.,PG - Children,3.71,14,12707.0,13290,86,0,Summer 2013,,,2013-07-13,2014-09-25
8364,Crayon Shin-chan Movie 12: Arashi wo Yobu! Yuuhi no Kasukabe Boys,,映画 クレヨンしんちゃん　嵐を呼ぶ！夕陽のカスカベボーイズ,"Eiga Crayon Shin-chan: Arashi o Yobu! Yuhi no Kasukabe Boys, Crayon Shin-chan: The Storm Called: The Kasukabe Boys of the Evening Sun",https://cdn.myanimelist.net/images/anime/4/22028.jpg,Movie,Manga,1,Finished Airing,1 hr. 37 min.,G - All Ages,7.18,743,2882.0,7288,1630,2,Spring 2004,,Shin-Ei Animation,2004-04-17,2004-04-17
670,Lamune,,ラムネ,,https://cdn.myanimelist.net/images/anime/4/15900.jpg,TV,Visual novel,12,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,6.9,14502,3921.0,2022,32338,66,Fall 2005,,"Trinet Entertainment, Picture Magic",2005-10-11,2005-12-27
718,Yume de Aetara (TV),If I See You in My Dreams,夢で逢えたら,,https://cdn.myanimelist.net/images/anime/8/25224.jpg,TV,Manga,16,Finished Airing,7 min. per ep.,R+ - Mild Nudity,6.57,1908,5355.0,5007,4675,5,Fall 1998,Media Blasters,J.C.Staff,1998-11-30,1998-12-24
35434,Konbini Kareshi,Convenience Store Boy Friends,コンビニカレシ,Convenience Store Boyfriends,https://cdn.myanimelist.net/images/anime/4/86243.jpg,TV,Original,12,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,6.38,12461,6079.0,1816,38657,59,Summer 2017,Funimation,Studio Pierrot,2017-07-07,2017-09-29
25055,Furifure The Animation,,フリフレ THE ANIMATION,,https://cdn.myanimelist.net/images/anime/10/64117.jpg,OVA,Visual novel,1,Finished Airing,27 min.,Rx - Hentai,6.34,1090,,6025,2912,9,Summer 2014,,Office Takeout,2014-09-26,2014-09-26
13391,Rakuen Tsuihou,Expelled from Paradise,楽園追放 -Expelled from Paradise-,,https://cdn.myanimelist.net/images/anime/3/87919.jpg,Movie,Original,1,Finished Airing,1 hr. 43 min.,R+ - Mild Nudity,7.52,29307,1588.0,1297,62554,223,Fall 2014,Aniplex of America,Graphinica,2014-11-15,2014-11-15
10043,Sailor Fuku Shinryou Tsumaka,,セーラー服心療妻科,,https://cdn.myanimelist.net/images/anime/7/27736.jpg,OVA,Visual novel,2,Finished Airing,30 min. per ep.,Rx - Hentai,6.18,583,,7051,1830,6,Spring 2011,,,2011-03-11,2011-06-10
2030,El Cazador de la Bruja,El Cazador de la Bruja,エル・カザド,"El Cazador, The Witch Hunter",https://cdn.myanimelist.net/images/anime/11/19922.jpg,TV,Original,26,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,7.29,12814,2457.0,1857,37299,220,Spring 2007,Funimation,Bee Train,2007-04-03,2007-09-25
26063,Kaibutsu Oujo (OVA) Specials,,怪物王女,"Princess Resurrection: Kerberotte Specials, Princess Resurrection (OVA) Specials",https://cdn.myanimelist.net/images/anime/11/66099.jpg,Special,,3,Finished Airing,4 min. per ep.,R - 17+ (violence & profanity),6.77,361,4451.0,7689,1340,1,Fall 2010,,Tatsunoko Production,2010-12-09,2011-10-07
18195,Little Busters!: Refrain,Little Busters! ~Refrain~,リトルバスターズ！～Refrain～,LB!: Refrain,https://cdn.myanimelist.net/images/anime/10/55049.jpg,TV,Visual novel,13,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,8.32,47635,221.0,901,95604,1649,Fall 2013,Sentai Filmworks,J.C.Staff,2013-10-05,2013-12-28
35310,Kamiusagi Rope & Taka no Tsume Collab Eizou-hen,,紙兎ロぺ＆鷹の爪コラボ　映像編,"Eagle Talon, The Frogman Show",https://cdn.myanimelist.net/images/anime/12/85033.jpg,ONA,Original,1,Finished Airing,1 min.,G - All Ages,4.5,22,10735.0,12966,101,0,Spring 2014,,,2014-03-25,2014-03-25
5427,Ikusa Otome Valkyrie 2,,戦乙女ヴァルキリー2,,https://cdn.myanimelist.net/images/anime/13/26469.jpg,OVA,Visual novel,3,Finished Airing,31 min. per ep.,Rx - Hentai,6.63,1146,,5632,3473,15,Summer 2008,,,2008-09-26,2011-02-19
5755,Aoki Ryuusei SPT Layzner OVA,Blue Comet SPT Layzner,蒼き流星SPTレイズナー,,https://cdn.myanimelist.net/images/anime/11/53335.jpg,OVA,,3,Finished Airing,55 min. per ep.,PG-13 - Teens 13 or older,6.86,367,4064.0,8307,978,2,Summer 1986,,Sunrise,1986-08-21,1986-10-21
21479,Metal Fight Beyblade Zero G Specials,,メタルファイト ベイブレード ZEROG,"Metal Fight Beyblade Zero G OAD, Metal Fight Beyblade Zero G OVA",https://cdn.myanimelist.net/images/anime/7/56677.jpg,Special,Manga,7,Finished Airing,25 min. per ep.,PG-13 - Teens 13 or older,6.21,449,6723.0,7528,1450,1,Summer 2013,,"Tatsunoko Production, SynergySP",2013-08-27,2013-09-25
30379,Nagato Yuki-chan no Shoushitsu: Owarenai Natsuyasumi,The Disappearance of Nagato Yuki-chan: I Cannot Let Summer Break End,長門有希ちゃんの消失 第17話「終われない夏休み」,"Nagato Yuki-chan no Shoushitsu OVA, The Vanishing of Nagato Yuki-chan OVA",https://cdn.myanimelist.net/images/anime/6/76840.jpg,OVA,Manga,1,Finished Airing,24 min.,PG-13 - Teens 13 or older,6.77,5615,4454.0,3226,13694,10,Fall 2015,Funimation,Satelight,2015-10-26,2015-10-26
384,Gantz,Gantz,ガンツ,GANTZ,https://cdn.myanimelist.net/images/anime/13/5998.jpg,TV,Manga,13,Finished Airing,22 min. per ep.,R+ - Mild Nudity,7.2,109756,2810.0,355,211966,1954,Spring 2004,"ADV Films, Funimation",Gonzo,2004-04-13,2004-06-22
6796,Kyuukyoku Choujin R,Kyukyoku Chojin R,究極超人あ～る,"Kyuukyoku Choujin A~ru, Kyukyoku Choujin R, R The Ultimate Esper, The Ultimate Esper ""R""",https://cdn.myanimelist.net/images/anime/13/15883.jpg,OVA,,1,Finished Airing,1 hr. 13 min.,PG-13 - Teens 13 or older,6.58,172,5290.0,8848,730,1,Fall 1991,,,1991-10-24,1991-10-24
965,Yoshinaga-san'chi no Gargoyle,Gargoyle of Yoshinaga House,吉永さん家のガーゴイル,The Gargoyle of the Yoshinagas,https://cdn.myanimelist.net/images/anime/4/21072.jpg,TV,,13,Finished Airing,24 min. per ep.,PG - Children,6.86,1187,4095.0,5558,3592,4,Spring 2006,,Studio Hibari,2006-04-02,2006-06-25
33295,Xian Yue Meng Ying,Reflection of Crescent,弦月梦影,"Xián Yuè Mèng Yǐng, Gentsuki Mukage",https://cdn.myanimelist.net/images/anime/11/80015.jpg,OVA,Original,1,Not yet aired,,PG-13 - Teens 13 or older,0.0,0,,8719,792,3,,,,,
2684,Buzzer Beater 2nd Season,,BUZZER BEATER 第2期,"Buzzer Beater (2007), Buzzer Beater Part 2",https://cdn.myanimelist.net/images/anime/3/3615.jpg,TV,Web manga,13,Finished Airing,25 min. per ep.,PG-13 - Teens 13 or older,6.94,2852,3764.0,4529,6010,3,Summer 2007,,TMS Entertainment,2007-07-04,2007-09-26
5501,Gun x Sword-san,,ガン×ソードさん,,https://cdn.myanimelist.net/images/anime/2/11349.jpg,Special,,13,Finished Airing,4 min. per ep.,G - All Ages,5.86,778,7669.0,6481,2396,0,Fall 2005,"Funimation, Geneon Entertainment USA",AIC A.S.T.A.,2005-10-21,2006-10-25
2786,Bakegyamon,,妖逆門,BakéGyamon,https://cdn.myanimelist.net/images/anime/10/21146.jpg,TV,Manga,51,Finished Airing,25 min. per ep.,PG - Children,6.78,386,4387.0,7022,1856,13,Spring 2006,,Radix,2006-04-03,2007-03-26
5052,Eightman,8 Man,エイトマン,"Eight Man, Eitoman, 8man, Tobor the Eighth Man",https://cdn.myanimelist.net/images/anime/4/73670.jpg,TV,Manga,56,Finished Airing,25 min. per ep.,PG-13 - Teens 13 or older,6.15,161,6929.0,8615,834,2,Fall 1963,,Nippon Animation,1963-11-07,1964-12-24
12343,Dirty Pair Flash 2,Dirty Pair Flash 2,ダーティペアFLASH 2,Dirty Pair Flash 2 OVA,https://cdn.myanimelist.net/images/anime/9/35253.jpg,OVA,Light novel,5,Finished Airing,27 min. per ep.,PG-13 - Teens 13 or older,6.76,778,4490.0,6823,2030,2,Spring 1995,"ADV Films, Nozomi Entertainment",Sunrise,1995-06-01,1995-10-01
32041,Mori no Densetsu: Dai Ni Gakushou,,森の伝説 第二楽章,,https://cdn.myanimelist.net/images/anime/2/89226.jpg,Movie,Original,1,Finished Airing,11 min.,G - All Ages,6.25,185,6585.0,9932,402,0,,,Tezuka Productions,,
34651,Zenmaiji-kake no Truffe,A Clockwork Truffe,ぜんまいじかけのトリュフ,,https://cdn.myanimelist.net/images/anime/12/83602.jpg,ONA,Original,2,Finished Airing,1 min. per ep.,G - All Ages,4.25,28,12833.0,13108,95,0,Spring 2014,,,2014-03-28,2014-10-14
8292,Seitokaichou Hikaru,,聖徒会長ヒカル,,https://cdn.myanimelist.net/images/anime/3/21477.jpg,OVA,Visual novel,1,Finished Airing,31 min.,Rx - Hentai,6.38,1209,,5574,3569,10,Spring 2010,,,2010-04-23,2010-04-23
6889,Time Bokan Series: Zenderman,,タイムボカンシリーズ　ゼンダマン,Time Bokan Series: Zendaman,https://cdn.myanimelist.net/images/anime/8/46869.jpg,TV,,52,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,6.11,93,7071.0,9740,443,0,Winter 1979,,Tatsunoko Production,1979-02-03,1980-01-26
37424,Cinderella Girls Gekijou: Kayou Cinderella Theater 3rd Season,,シンデレラガールズ劇場 火曜シンデレラシアター 第3期,"THE IDOLM@STER CINDERELLA GIRLS Theater: Tuesday Cinderella Theater 3rd Season, Idolmaster Cinderella Girls Theater: Tuesday Cinderella Theater 3rd Season",https://cdn.myanimelist.net/images/anime/1652/90873.jpg,ONA,4-koma manga,0,Not yet aired,,PG-13 - Teens 13 or older,0.0,0,,9378,539,0,Summer 2018,,Gathering,2018-07-10,
35231,Vatican Kiseki Chousakan OVA,,バチカン奇跡調査官,Vatican Miracle Examiner Special,https://cdn.myanimelist.net/images/anime/9/85591.jpg,OVA,Novel,1,Finished Airing,,PG-13 - Teens 13 or older,6.63,40,12610.0,6056,2883,2,Spring 2018,,,2018-04-11,2018-04-11
